body_length,height_withers,chest_width,rump_angle,bcs,aspect_ratio,breed
150.0,130.8,67.5,25,4.8,0.88,Alambadi
150.0,120,67.5,25,2.3,1.3,Alambadi
150.0,139.5,67.5,25,2.6,0.49,Alambadi
150.0,120,67.5,3,1.7,1.24,Alambadi
150.0,139.5,67.5,25,1.6,0.67,Alambadi
150.0,120,67.5,24.7,3.3,1.27,Alambadi
150.0,139.5,67.5,25,1.7,0.35,Alambadi
150.0,120,67.5,15.8,1.9,1.54,Alambadi
150.0,123.4,67.5,25,2.1,0.93,Alambadi
150.0,120,67.5,25,1.0,1.08,Alambadi
150.0,138.0,67.5,5.0,2.8,1.99,Alambadi
150.0,120,67.5,25,3.3,1.05,Alambadi
150.0,137.2,67.5,25,1.6,0.84,Alambadi
150.0,120,67.5,25,2.4,1.1,Alambadi
150.0,120,67.5,25,1.0,1.08,Alambadi
150.0,138.0,67.5,25,3.4,1.98,Alambadi
150.0,128.0,67.5,25,1.6,0.9,Alambadi
150.0,120,67.5,25,2.2,1.18,Alambadi
150.0,120,67.5,3,1.9,1.64,Alambadi
150.0,120,67.5,23.2,1.6,1.18,Alambadi
150.0,138.0,67.5,21.8,2.1,1.93,Alambadi
150.0,139.5,67.5,23.6,1.5,0.61,Alambadi
150.0,133.0,67.5,25,1.0,0.86,Alambadi
150.0,139.5,67.5,25,1.4,0.81,Alambadi
150.0,120,67.5,7.2,1.6,1.78,Alambadi
150.0,138.0,67.5,15.9,1.4,2.7,Alambadi
150.0,138.0,67.5,8.1,2.6,3.57,Alambadi
150.0,120,67.5,3,2.1,1.15,Alambadi
150.0,120,67.5,10.0,2.2,1.63,Alambadi
150.0,138.0,67.5,24.0,2.8,2.17,Alambadi
150.0,120,67.5,9.1,1.4,1.0,Alambadi
150.0,120,67.5,24.0,2.7,1.1,Alambadi
150.0,120,67.5,25,3.0,1.33,Alambadi
150.0,139.5,67.5,25,2.9,0.73,Alambadi
150.0,120,67.5,3,1.4,0.99,Alambadi
150.0,138.0,67.5,18.4,2.4,1.84,Alambadi
150.0,139.5,67.5,25,1.3,0.38,Alambadi
150.0,139.5,67.5,25,1.6,0.77,Alambadi
150.0,138.0,67.5,3.4,3.3,1.88,Alambadi
150.0,139.5,67.5,25,2.2,0.76,Alambadi
150.0,139.5,67.5,25,1.5,0.48,Alambadi
150.0,139.5,67.5,25,2.1,0.72,Alambadi
150.0,139.5,67.5,14.0,1.6,0.77,Alambadi
150.0,139.5,67.5,25,2.3,0.45,Alambadi
150.0,120,67.5,25,2.0,1.25,Alambadi
150.0,120,67.5,24.0,2.0,0.97,Alambadi
150.0,120,67.5,3,1.1,1.15,Alambadi
150.0,139.5,67.5,25,2.0,0.74,Alambadi
150.0,134.4,67.5,25,1.9,0.85,Alambadi
150.0,138.0,67.5,13.2,1.3,1.88,Alambadi
150.0,134.4,67.5,25,2.4,0.85,Alambadi
150.0,139.5,67.5,25,1.9,0.59,Alambadi
150.0,120,67.5,3,1.0,1.15,Alambadi
150.0,120,67.5,3,1.0,1.15,Alambadi
150.0,128.2,67.5,22.1,1.4,0.9,Alambadi
150.0,126.2,67.5,25,1.8,0.91,Alambadi
150.0,120,67.5,3,1.0,1.15,Alambadi
150.0,138.0,67.5,25,2.3,3.53,Alambadi
150.0,139.5,67.5,25,1.8,0.73,Alambadi
150.0,139.1,67.5,4.4,2.9,0.83,Alambadi
150.0,139.5,67.5,25,1.8,0.26,Alambadi
150.0,126.6,67.5,25,1.4,0.91,Alambadi
150.0,139.5,67.5,25,1.4,0.3,Alambadi
150.0,138.0,67.5,21.8,1.8,3.47,Alambadi
150.0,132.4,67.5,25,1.3,0.87,Alambadi
150.0,139.5,67.5,23.2,2.5,0.77,Alambadi
150.0,120,67.5,25,2.5,1.74,Alambadi
150.0,138.0,67.5,8.1,2.1,2.67,Alambadi
150.0,120,67.5,21.5,1.9,1.72,Alambadi
150.0,120,67.5,25,2.2,1.72,Alambadi
150.0,139.5,67.5,25,2.5,0.82,Alambadi
150.0,126.6,67.5,25,1.6,0.91,Alambadi
150.0,138.0,67.5,25,1.9,1.91,Alambadi
150.0,120.5,67.5,25,1.1,0.95,Alambadi
150.0,120,67.5,14.0,2.6,1.39,Alambadi
150.0,120,67.5,25,1.7,1.32,Alambadi
150.0,133.9,67.5,25,1.4,0.86,Alambadi
150.0,139.5,67.5,25,1.3,0.79,Alambadi
150.0,120.6,67.5,25,2.9,0.95,Alambadi
150.0,120,67.5,25,4.5,1.43,Alambadi
150.0,120,67.5,25,1.6,1.55,Alambadi
150.0,139.5,67.5,25,2.5,0.27,Alambadi
150.0,139.5,67.5,25,2.7,0.66,Alambadi
150.0,120,67.5,25,4.5,1.48,Alambadi
150.0,138.0,67.5,3,2.4,2.41,Alambadi
150.0,120,67.5,14.3,1.9,1.15,Alambadi
150.0,138.0,67.5,25,2.0,1.82,Alambadi
150.0,124.7,67.5,23.6,1.5,0.92,Alambadi
150.0,120,67.5,14.9,2.3,0.97,Alambadi
150.0,138.0,67.5,3,1.3,3.8,Alambadi
150.0,138.0,67.5,9.9,2.0,2.23,Alambadi
150.0,138.0,67.5,3,1.9,6.92,Alambadi
150.0,139.5,67.5,25,1.7,0.69,Alambadi
150.0,120,67.5,25,1.8,1.12,Alambadi
150.0,120.1,67.5,25,1.2,0.96,Alambadi
150.0,138.0,67.5,3,1.2,5.39,Alambadi
150.0,120,67.5,4.2,1.9,1.78,Alambadi
150.0,120,67.5,25,1.5,1.43,Alambadi
150.0,120,67.5,25,1.8,1.78,Alambadi
150.0,120,67.5,7.9,2.2,1.27,Amritmahal
150.0,120,67.5,25,1.5,1.68,Amritmahal
150.0,137.7,67.5,25,1.6,0.83,Amritmahal
150.0,138.0,67.5,3,2.9,2.0,Amritmahal
150.0,139.5,67.5,3,2.2,0.82,Amritmahal
150.0,139.5,67.5,25,1.2,0.18,Amritmahal
150.0,139.5,67.5,6.3,2.0,0.45,Amritmahal
150.0,120,67.5,3,2.2,1.35,Amritmahal
150.0,120,67.5,11.1,1.3,1.58,Amritmahal
150.0,120,67.5,21.8,1.8,1.54,Amritmahal
150.0,139.5,67.5,25,2.1,0.15,Amritmahal
150.0,139.5,67.5,7.0,2.8,0.75,Amritmahal
150.0,138.0,67.5,10.8,1.0,2.48,Amritmahal
150.0,120,67.5,14.0,2.0,1.29,Amritmahal
150.0,139.5,67.5,25,2.3,0.3,Amritmahal
150.0,139.5,67.5,17.5,2.1,0.79,Amritmahal
150.0,120,67.5,21.6,1.5,1.02,Amritmahal
150.0,120,67.5,10.0,1.6,1.11,Amritmahal
150.0,138.0,67.5,12.7,1.5,2.96,Amritmahal
150.0,120,67.5,25,1.9,1.1,Amritmahal
150.0,139.5,67.5,25,1.9,0.64,Amritmahal
150.0,120,67.5,3,1.9,1.22,Amritmahal
150.0,120,67.5,17.1,2.0,1.35,Amritmahal
150.0,120,67.5,3,1.9,1.22,Amritmahal
150.0,139.5,67.5,25,1.5,0.78,Amritmahal
150.0,120,67.5,25,1.1,1.61,Amritmahal
150.0,120,67.5,14.0,1.2,1.46,Amritmahal
150.0,120,67.5,11.5,1.3,1.22,Amritmahal
150.0,120,67.5,25,1.3,1.72,Amritmahal
150.0,120,67.5,15.9,1.8,1.51,Amritmahal
150.0,131.1,67.5,11.3,2.4,0.88,Amritmahal
150.0,120,67.5,4.3,3.1,1.25,Amritmahal
150.0,120,67.5,20.6,1.3,1.09,Amritmahal
150.0,139.5,67.5,25,3.1,0.46,Amritmahal
150.0,120,67.5,3,1.5,1.56,Amritmahal
150.0,139.5,67.5,25,1.7,0.36,Amritmahal
150.0,139.5,67.5,20.0,1.8,0.68,Amritmahal
150.0,139.5,67.5,25,2.4,0.25,Amritmahal
150.0,120,67.5,25,2.9,1.52,Amritmahal
150.0,134.0,67.5,20.9,1.4,0.86,Amritmahal
150.0,120,67.5,3,2.3,1.42,Amritmahal
150.0,135.0,67.5,25,2.1,0.85,Amritmahal
150.0,139.5,67.5,25,2.3,0.7,Amritmahal
150.0,120,67.5,25,2.1,1.09,Amritmahal
150.0,125.6,67.5,25,1.0,0.91,Amritmahal
150.0,139.5,67.5,25,3.7,0.71,Amritmahal
150.0,139.5,67.5,25,1.9,0.28,Amritmahal
150.0,120,67.5,17.4,1.0,1.24,Amritmahal
150.0,120,67.5,25,1.9,1.01,Amritmahal
150.0,120,67.5,25,1.9,1.01,Amritmahal
150.0,138.0,67.5,3,1.7,3.5,Amritmahal
150.0,120,67.5,25,1.9,1.0,Amritmahal
150.0,120,67.5,25,1.8,1.01,Amritmahal
150.0,133.5,67.5,3,3.3,0.86,Amritmahal
150.0,138.0,67.5,9.5,3.2,2.04,Amritmahal
150.0,138.0,67.5,4.4,2.0,2.67,Amritmahal
150.0,120,67.5,10.0,2.1,1.69,Amritmahal
150.0,138.0,67.5,3,1.8,25.62,Amritmahal
150.0,139.5,67.5,25,2.8,0.65,Amritmahal
150.0,139.5,67.5,25,1.3,0.69,Amritmahal
150.0,120,67.5,22.6,1.9,1.65,Amritmahal
150.0,120,67.5,25,1.8,1.01,Amritmahal
150.0,120,67.5,25,2.7,1.3,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,138.0,67.5,8.1,2.9,2.21,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,120,67.5,25,1.9,1.01,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,120,67.5,9.5,1.2,1.27,Amritmahal
150.0,139.5,67.5,25,2.5,0.77,Amritmahal
150.0,139.5,67.5,25,2.1,0.75,Amritmahal
150.0,120,67.5,3,1.3,1.58,Amritmahal
150.0,120,67.5,25,1.7,1.01,Amritmahal
150.0,138.0,67.5,25,1.4,1.82,Amritmahal
150.0,138.0,67.5,8.1,1.2,5.15,Amritmahal
150.0,138.0,67.5,7.1,1.3,2.49,Amritmahal
150.0,138.0,67.5,8.1,2.2,4.51,Amritmahal
150.0,120,67.5,25,1.8,1.01,Amritmahal
150.0,122.0,67.5,10.3,2.0,0.94,Amritmahal
150.0,139.5,67.5,25,1.3,0.15,Amritmahal
150.0,120,67.5,25,1.8,1.01,Amritmahal
150.0,136.7,67.5,25,1.6,0.84,Amritmahal
150.0,120,67.5,25,1.3,1.24,Amritmahal
150.0,120,67.5,3,2.5,1.31,Amritmahal
150.0,136.7,67.5,25,1.7,0.84,Amritmahal
150.0,120,67.5,17.8,1.7,1.25,Amritmahal
150.0,138.0,67.5,3,1.8,4.23,Amritmahal
150.0,120,67.5,25,1.1,0.97,Amritmahal
150.0,120,67.5,25,3.2,1.0,Amritmahal
150.0,139.5,67.5,25,1.6,0.82,Amritmahal
150.0,120,67.5,25,1.8,1.01,Amritmahal
150.0,139.5,67.5,25,3.2,0.34,Ayrshire
150.0,125.2,67.5,3,1.2,0.92,Ayrshire
150.0,139.5,67.5,25,3.1,0.81,Ayrshire
150.0,138.0,67.5,9.5,1.4,3.92,Ayrshire
150.0,138.0,67.5,18.4,1.0,4.88,Ayrshire
150.0,120,67.5,25,1.0,1.0,Ayrshire
150.0,120,67.5,23.7,2.5,1.23,Ayrshire
150.0,139.5,67.5,3,2.9,0.32,Ayrshire
150.0,135.4,67.5,25,3.5,0.85,Ayrshire
150.0,120,67.5,25,2.2,1.17,Ayrshire
150.0,139.5,67.5,25,2.3,0.45,Ayrshire
150.0,131.1,67.5,25,2.3,0.88,Ayrshire
150.0,120,67.5,3,2.0,1.11,Ayrshire
150.0,120,67.5,25,2.0,1.66,Ayrshire
150.0,138.0,67.5,25,1.9,2.56,Ayrshire
150.0,139.5,67.5,25,2.5,0.65,Ayrshire
150.0,138.0,67.5,20.6,1.0,4.75,Ayrshire
150.0,139.5,67.5,25,1.7,0.48,Ayrshire
150.0,138.0,67.5,25,2.6,2.22,Ayrshire
150.0,120,67.5,25,2.3,0.96,Ayrshire
150.0,139.5,67.5,25,2.9,0.52,Ayrshire
150.0,139.5,67.5,25,2.9,0.53,Ayrshire
150.0,138.0,67.5,4.8,1.5,5.69,Ayrshire
150.0,137.3,67.5,3,1.8,0.84,Ayrshire
150.0,138.0,67.5,3,1.8,2.82,Ayrshire
150.0,120,67.5,25,2.4,1.11,Ayrshire
150.0,126.2,67.5,25,2.2,0.91,Ayrshire
150.0,138.0,67.5,19.2,2.3,1.86,Ayrshire
150.0,138.0,67.5,18.4,1.8,2.58,Ayrshire
150.0,138.0,67.5,11.3,2.0,3.26,Ayrshire
150.0,139.5,67.5,25,2.5,0.35,Ayrshire
150.0,138.0,67.5,22.6,2.7,2.12,Ayrshire
150.0,120,67.5,3,2.1,1.39,Ayrshire
150.0,138.0,67.5,18.4,1.9,2.04,Ayrshire
150.0,120,67.5,25,2.5,1.24,Ayrshire
150.0,138.0,67.5,24.0,2.0,2.54,Ayrshire
150.0,139.5,67.5,25,2.6,0.22,Ayrshire
150.0,120,67.5,25,2.5,1.06,Ayrshire
150.0,120,67.5,6.8,2.1,1.47,Ayrshire
150.0,138.0,67.5,25,3.4,2.45,Ayrshire
150.0,139.5,67.5,25,2.1,0.66,Ayrshire
150.0,128.1,67.5,19.4,1.7,0.9,Ayrshire
150.0,138.0,67.5,12.5,1.9,2.32,Ayrshire
150.0,120,67.5,18.4,3.4,1.6,Ayrshire
150.0,139.5,67.5,25,2.5,0.74,Ayrshire
150.0,120,67.5,25,1.5,1.72,Ayrshire
150.0,120,67.5,10.1,2.2,1.11,Ayrshire
150.0,138.0,67.5,4.3,2.4,3.09,Ayrshire
150.0,139.5,67.5,25,3.4,0.42,Ayrshire
150.0,138.0,67.5,9.9,2.0,2.49,Ayrshire
150.0,120,67.5,25,2.7,1.01,Ayrshire
150.0,120,67.5,13.0,2.2,1.23,Ayrshire
150.0,120,67.5,9.5,1.4,1.73,Ayrshire
150.0,138.0,67.5,25,2.5,1.93,Ayrshire
150.0,120,67.5,25,2.9,1.43,Ayrshire
150.0,138.0,67.5,20.6,2.2,1.87,Ayrshire
150.0,120,67.5,25,2.2,1.38,Ayrshire
150.0,134.4,67.5,25,3.4,0.85,Ayrshire
150.0,120,67.5,25,2.7,1.15,Ayrshire
150.0,138.0,67.5,25,2.8,2.27,Ayrshire
150.0,138.0,67.5,25,4.3,2.12,Ayrshire
150.0,138.0,67.5,22.5,2.2,2.03,Ayrshire
150.0,120,67.5,9.1,2.1,1.6,Ayrshire
150.0,122.8,67.5,9.2,2.8,0.93,Ayrshire
150.0,139.5,67.5,25,2.4,0.62,Ayrshire
150.0,120,67.5,18.4,1.9,1.03,Ayrshire
150.0,120,67.5,25,2.5,1.12,Ayrshire
150.0,139.5,67.5,3,3.3,0.78,Ayrshire
150.0,120,67.5,25,1.9,0.97,Ayrshire
150.0,122.0,67.5,25,1.7,0.94,Ayrshire
150.0,139.5,67.5,25,2.6,0.56,Ayrshire
150.0,120,67.5,7.3,2.1,1.23,Ayrshire
150.0,120,67.5,19.7,2.0,1.02,Ayrshire
150.0,139.5,67.5,25,3.2,0.61,Ayrshire
150.0,138.0,67.5,3.4,2.8,2.26,Ayrshire
150.0,139.5,67.5,25,3.1,0.65,Ayrshire
150.0,120,67.5,14.6,2.3,1.27,Ayrshire
150.0,139.5,67.5,25,2.7,0.33,Ayrshire
150.0,120,67.5,25,2.5,1.2,Ayrshire
150.0,138.0,67.5,4.6,3.8,2.07,Ayrshire
150.0,139.5,67.5,25,3.2,0.24,Ayrshire
150.0,135.6,67.5,25,3.0,0.85,Ayrshire
150.0,139.5,67.5,21.0,3.0,0.81,Ayrshire
150.0,120,67.5,3,2.3,1.48,Ayrshire
150.0,138.0,67.5,11.0,2.3,4.17,Ayrshire
150.0,138.0,67.5,4.8,3.2,2.62,Ayrshire
150.0,120,67.5,25,2.1,1.4,Ayrshire
150.0,139.5,67.5,25,2.6,0.24,Ayrshire
150.0,138.0,67.5,5.2,2.6,3.53,Ayrshire
150.0,139.5,67.5,25,2.6,0.76,Ayrshire
150.0,139.5,67.5,25,2.1,0.78,Ayrshire
150.0,120,67.5,14.7,2.7,1.45,Ayrshire
150.0,120,67.5,25,2.9,1.23,Ayrshire
150.0,120,67.5,25,3.1,1.25,Ayrshire
150.0,130.8,67.5,25,1.9,0.88,Ayrshire
150.0,138.8,67.5,18.4,2.0,0.83,Ayrshire
150.0,120,67.5,20.6,2.2,1.05,Ayrshire
150.0,138.0,67.5,3,2.2,2.09,Ayrshire
150.0,120,67.5,13.2,2.2,1.17,Ayrshire
150.0,139.5,67.5,25,2.2,0.7,Ayrshire
150.0,120,67.5,25,2.4,1.26,Ayrshire
150.0,139.5,67.5,25,3.5,0.45,Ayrshire
150.0,139.5,67.5,25,2.2,0.78,Ayrshire
150.0,138.0,67.5,12.1,1.8,4.03,Ayrshire
150.0,138.0,67.5,3.4,1.0,3.79,Ayrshire
150.0,120,67.5,25,2.3,1.2,Ayrshire
150.0,139.5,67.5,25,3.9,0.7,Ayrshire
150.0,120,67.5,17.4,3.7,1.17,Ayrshire
150.0,120,67.5,3,2.8,1.58,Ayrshire
150.0,120,67.5,5.0,2.1,1.51,Ayrshire
150.0,138.0,67.5,3,2.2,2.84,Ayrshire
150.0,139.5,67.5,25,2.9,0.59,Ayrshire
150.0,139.5,67.5,25,1.6,0.6,Ayrshire
150.0,120,67.5,25,1.8,1.48,Ayrshire
150.0,138.0,67.5,3,2.0,2.08,Ayrshire
150.0,124.2,67.5,15.9,2.6,0.92,Ayrshire
150.0,120,67.5,24.0,1.5,1.58,Ayrshire
150.0,138.0,67.5,3,1.7,4.09,Ayrshire
150.0,124.8,67.5,25,2.7,0.92,Ayrshire
150.0,129.7,67.5,25,2.8,0.88,Ayrshire
150.0,120,67.5,25,3.0,1.31,Ayrshire
150.0,128.1,67.5,25,3.3,0.9,Ayrshire
150.0,120,67.5,25,3.0,1.08,Ayrshire
150.0,120,67.5,6.1,1.7,1.26,Ayrshire
150.0,139.0,67.5,7.7,3.1,0.83,Ayrshire
150.0,138.0,67.5,3,2.0,1.84,Ayrshire
150.0,139.5,67.5,25,3.0,0.62,Ayrshire
150.0,120,67.5,9.5,2.0,1.0,Ayrshire
150.0,139.5,67.5,25,2.2,0.71,Ayrshire
150.0,120,67.5,3,2.2,1.23,Ayrshire
150.0,139.5,67.5,25,3.4,0.65,Ayrshire
150.0,120,67.5,25,1.5,1.45,Ayrshire
150.0,120,67.5,6.3,1.6,1.15,Ayrshire
150.0,138.0,67.5,6.7,3.7,3.04,Ayrshire
150.0,138.0,67.5,25,1.3,4.6,Ayrshire
150.0,139.5,67.5,25,2.3,0.52,Ayrshire
150.0,139.5,67.5,25,2.0,0.6,Ayrshire
150.0,121.5,67.5,25,2.5,0.94,Ayrshire
150.0,120,67.5,25,2.4,1.68,Ayrshire
150.0,139.5,67.5,25,2.0,0.47,Ayrshire
150.0,139.5,67.5,7.1,1.7,0.37,Ayrshire
150.0,138.0,67.5,3,1.0,5.6,Ayrshire
150.0,120,67.5,25,1.0,1.2,Ayrshire
150.0,139.5,67.5,25,1.5,0.47,Ayrshire
150.0,120,67.5,25,2.4,1.25,Ayrshire
150.0,120,67.5,18.4,1.8,1.06,Ayrshire
150.0,139.5,67.5,24.8,1.8,0.32,Ayrshire
150.0,120,67.5,25,2.6,0.98,Ayrshire
150.0,120,67.5,25,1.6,0.97,Ayrshire
150.0,120,67.5,4.2,3.0,1.59,Ayrshire
150.0,120,67.5,25,1.9,1.13,Ayrshire
150.0,139.5,67.5,25,2.8,0.63,Ayrshire
150.0,120,67.5,5.7,2.9,1.48,Ayrshire
150.0,120,67.5,25,1.9,1.58,Ayrshire
150.0,120,67.5,25,2.5,1.39,Ayrshire
150.0,139.5,67.5,25,2.1,0.71,Ayrshire
150.0,120,67.5,25,2.1,1.31,Ayrshire
150.0,120,67.5,18.8,1.2,1.67,Ayrshire
150.0,120,67.5,25,2.2,1.48,Ayrshire
150.0,139.5,67.5,25,1.0,0.64,Ayrshire
150.0,139.5,67.5,25,2.9,0.65,Ayrshire
150.0,138.0,67.5,15.9,2.9,2.43,Ayrshire
150.0,138.0,67.5,25,2.0,2.51,Ayrshire
150.0,139.5,67.5,25,1.4,0.59,Ayrshire
150.0,138.0,67.5,25,2.5,1.81,Ayrshire
150.0,139.5,67.5,25,1.8,0.72,Ayrshire
150.0,138.0,67.5,3,2.3,2.05,Ayrshire
150.0,138.0,67.5,25,2.6,2.26,Ayrshire
150.0,120.8,67.5,25,3.3,0.95,Ayrshire
150.0,124.3,67.5,3.2,2.5,0.92,Ayrshire
150.0,138.0,67.5,10.0,2.4,2.61,Ayrshire
150.0,135.0,67.5,25,2.5,0.85,Ayrshire
150.0,139.5,67.5,25,2.8,0.81,Ayrshire
150.0,120,67.5,9.0,1.8,1.38,Ayrshire
150.0,120,67.5,25,3.1,1.24,Ayrshire
150.0,120,67.5,11.3,3.3,1.09,Ayrshire
150.0,120,67.5,23.4,2.4,1.57,Ayrshire
150.0,138.0,67.5,25,2.2,3.41,Ayrshire
150.0,139.5,67.5,25,2.5,0.68,Ayrshire
150.0,138.0,67.5,20.8,2.4,5.97,Ayrshire
150.0,121.0,67.5,25,2.9,0.95,Ayrshire
150.0,126.2,67.5,25,3.1,0.91,Ayrshire
150.0,139.5,67.5,25,2.3,0.68,Ayrshire
150.0,139.5,67.5,25,2.0,0.37,Ayrshire
150.0,129.7,67.5,25,1.0,0.88,Ayrshire
150.0,139.5,67.5,25,3.1,0.64,Ayrshire
150.0,139.5,67.5,25,1.1,0.72,Ayrshire
150.0,139.5,67.5,25,3.4,0.54,Ayrshire
150.0,120,67.5,25,1.9,1.78,Ayrshire
150.0,139.5,67.5,25,2.4,0.77,Ayrshire
150.0,120,67.5,25,2.2,1.54,Ayrshire
150.0,138.0,67.5,13.8,2.5,2.18,Ayrshire
150.0,120,67.5,14.6,1.8,1.2,Ayrshire
150.0,120,67.5,25,2.2,1.02,Ayrshire
150.0,120,67.5,25,1.6,1.24,Ayrshire
150.0,127.4,67.5,25,2.0,0.9,Ayrshire
150.0,120,67.5,25,2.7,1.33,Ayrshire
150.0,120,67.5,25,2.2,1.0,Ayrshire
150.0,120,67.5,25,1.8,1.62,Ayrshire
150.0,139.5,67.5,25,2.7,0.46,Ayrshire
150.0,120,67.5,25,3.2,1.74,Ayrshire
150.0,120,67.5,11.3,2.9,1.23,Ayrshire
150.0,138.0,67.5,3,1.0,2.14,Ayrshire
150.0,120,67.5,3,1.6,1.49,Ayrshire
150.0,120,67.5,5.0,2.3,1.17,Ayrshire
150.0,120,67.5,10.4,1.9,1.32,Ayrshire
150.0,139.5,67.5,25,3.4,0.76,Ayrshire
150.0,120,67.5,3.6,3.9,1.79,Ayrshire
150.0,139.5,67.5,6.3,2.3,0.41,Ayrshire
150.0,139.5,67.5,25,2.1,0.14,Ayrshire
150.0,120,67.5,10.0,2.8,1.73,Ayrshire
150.0,139.5,67.5,7.1,1.6,0.77,Ayrshire
150.0,120,67.5,3,2.2,1.34,Ayrshire
150.0,120,67.5,25,2.3,1.27,Ayrshire
150.0,139.5,67.5,25,2.8,0.63,Ayrshire
150.0,139.5,67.5,25,1.4,0.25,Ayrshire
150.0,139.5,67.5,14.0,1.4,0.56,Ayrshire
150.0,120,67.5,23.2,2.0,1.34,Ayrshire
150.0,138.0,67.5,25,2.3,2.52,Ayrshire
150.0,120,67.5,21.4,2.1,0.96,Ayrshire
150.0,120,67.5,25,1.0,1.75,Ayrshire
150.0,138.0,67.5,16.6,2.7,1.93,Ayrshire
150.0,139.5,67.5,25,1.0,0.64,Ayrshire
150.0,120,67.5,18.4,4.0,1.43,Ayrshire
150.0,138.0,67.5,11.9,2.3,2.19,Ayrshire
150.0,138.0,67.5,18.4,3.4,2.0,Ayrshire
150.0,138.0,67.5,14.3,2.3,3.07,Ayrshire
150.0,120,67.5,25,2.8,1.62,Ayrshire
150.0,139.5,67.5,25,2.7,0.8,Ayrshire
150.0,139.5,67.5,25,2.6,0.73,Ayrshire
150.0,139.5,67.5,25,1.5,0.8,Ayrshire
150.0,139.5,67.5,25,2.0,0.37,Ayrshire
150.0,139.5,67.5,14.0,1.4,0.58,Ayrshire
150.0,139.5,67.5,25,1.8,0.75,Ayrshire
150.0,138.0,67.5,3,2.2,5.17,Banni
150.0,138.0,67.5,25,2.0,2.06,Banni
150.0,139.5,67.5,25,1.9,0.33,Banni
150.0,138.0,67.5,16.3,1.6,1.91,Banni
150.0,138.0,67.5,3.4,2.6,4.63,Banni
150.0,139.5,67.5,25,2.6,0.52,Banni
150.0,136.8,67.5,25,1.7,0.84,Banni
150.0,120,67.5,25,2.0,1.25,Banni
150.0,131.1,67.5,25,1.3,0.88,Banni
150.0,139.5,67.5,25,2.2,0.67,Banni
150.0,138.0,67.5,25,3.7,10.66,Banni
150.0,120,67.5,3,2.0,1.78,Banni
150.0,139.5,67.5,25,1.8,0.49,Banni
150.0,139.5,67.5,25,1.1,0.62,Banni
150.0,120,67.5,25,1.9,1.38,Banni
150.0,120,67.5,20.0,1.4,1.09,Banni
150.0,139.5,67.5,25,2.3,0.69,Banni
150.0,120,67.5,22.6,2.6,1.33,Banni
150.0,138.0,67.5,3,3.7,4.01,Banni
150.0,139.5,67.5,25,1.6,0.52,Banni
150.0,120,67.5,25,2.1,1.14,Banni
150.0,138.0,67.5,25,2.0,14.71,Banni
150.0,139.5,67.5,25,1.6,0.64,Banni
150.0,120,67.5,5.4,2.3,1.31,Banni
150.0,124.7,67.5,25,1.8,0.92,Banni
150.0,120.5,67.5,25,1.8,0.95,Banni
150.0,139.5,67.5,25,3.0,0.62,Banni
150.0,139.5,67.5,10.0,1.7,0.03,Banni
150.0,138.0,67.5,25,3.7,2.76,Banni
150.0,138.0,67.5,25,1.2,2.46,Banni
150.0,138.0,67.5,15.5,2.8,3.58,Banni
150.0,120,67.5,25,1.2,1.02,Banni
150.0,138.0,67.5,6.8,3.2,5.07,Banni
150.0,120,67.5,25,1.6,1.0,Banni
150.0,120,67.5,25,1.7,1.04,Banni
150.0,139.5,67.5,14.0,1.8,0.74,Banni
150.0,120,67.5,25,1.8,1.29,Banni
150.0,120,67.5,14.0,1.7,1.27,Banni
150.0,138.0,67.5,13.7,2.0,3.18,Banni
150.0,120,67.5,25,2.3,1.41,Banni
150.0,120,67.5,3,1.3,1.27,Banni
150.0,120,67.5,25,3.2,1.0,Banni
150.0,139.5,67.5,25,1.6,0.52,Banni
150.0,138.0,67.5,3,1.4,4.17,Banni
150.0,120,67.5,21.8,2.1,1.05,Banni
150.0,120,67.5,3,1.2,1.26,Banni
150.0,120,67.5,25,2.5,1.59,Banni
150.0,135.6,67.5,25,2.2,0.85,Banni
150.0,139.5,67.5,25,1.9,0.78,Banni
150.0,139.5,67.5,25,1.3,0.66,Banni
150.0,139.5,67.5,25,2.0,0.49,Banni
150.0,120.5,67.5,25,1.8,0.95,Banni
150.0,120,67.5,25,1.3,1.48,Banni
150.0,138.0,67.5,25,2.5,2.73,Banni
150.0,138.0,67.5,3,2.9,3.08,Banni
150.0,139.5,67.5,25,1.7,0.4,Banni
150.0,132.3,67.5,25,1.9,0.87,Banni
150.0,120,67.5,3,2.3,1.38,Banni
150.0,138.0,67.5,6.6,1.7,1.88,Banni
150.0,136.6,67.5,25,1.3,0.84,Banni
150.0,138.0,67.5,21.8,2.5,2.42,Banni
150.0,139.5,67.5,25,2.0,0.47,Banni
150.0,120,67.5,25,1.3,1.11,Banni
150.0,139.5,67.5,10.9,2.3,0.75,Banni
150.0,120,67.5,14.0,1.2,1.59,Banni
150.0,120,67.5,18.4,1.2,1.58,Banni
150.0,138.0,67.5,9.9,4.1,3.52,Banni
