body_length,height_withers,chest_width,rump_angle,bcs,aspect_ratio,breed
150.0,139.5,67.5,25,2.7,0.62,Rathi
150.0,137.7,67.5,25,2.1,0.83,Rathi
150.0,139.5,67.5,25,2.2,0.43,Rathi
150.0,139.5,67.5,25,1.3,0.2,Rathi
150.0,120,67.5,25,1.1,1.0,Rathi
150.0,139.5,67.5,25,1.7,0.44,Rathi
150.0,139.5,67.5,4.5,2.0,0.65,Rathi
150.0,120,67.5,25,3.3,1.38,Rathi
150.0,138.2,67.5,25,3.8,0.83,Rathi
150.0,139.3,67.5,25,2.1,0.82,Rathi
150.0,138.0,67.5,25,1.4,2.56,Rathi
150.0,139.5,67.5,10.0,3.1,0.71,Rathi
150.0,139.5,67.5,25,4.5,0.66,Rathi
150.0,139.5,67.5,25,4.5,0.66,Rathi
150.0,138.0,67.5,25,1.4,1.84,Rathi
150.0,139.5,67.5,13.1,2.7,0.57,Rathi
150.0,138.0,67.5,3,2.1,3.64,Rathi
150.0,138.0,67.5,25,1.2,3.03,Rathi
150.0,138.6,67.5,25,3.4,0.83,Rathi
150.0,138.0,67.5,12.1,2.5,2.2,Rathi
150.0,120,67.5,25,2.7,0.99,Rathi
150.0,139.5,67.5,25,2.0,0.64,Rathi
150.0,139.5,67.5,25,2.8,0.67,Rathi
150.0,138.0,67.5,25,1.5,2.17,Rathi
150.0,139.5,67.5,7.6,3.1,0.7,Red Dane
150.0,138.0,67.5,25,3.0,2.37,Red Dane
150.0,138.0,67.5,25,2.9,2.93,Red Dane
150.0,138.0,67.5,21.3,3.0,2.28,Red Dane
150.0,120,67.5,25,3.5,1.15,Red Dane
150.0,120,67.5,3,3.6,1.0,Red Dane
150.0,139.5,67.5,18.4,1.1,0.4,Red Dane
150.0,120,67.5,25,1.6,1.18,Red Dane
150.0,139.5,67.5,25,3.6,0.8,Red Dane
150.0,138.0,67.5,25,2.4,2.92,Red Dane
150.0,120,67.5,25,3.9,1.26,Red Dane
150.0,120,67.5,14.9,2.7,1.19,Red Dane
150.0,139.5,67.5,4.1,1.9,0.73,Red Dane
150.0,137.7,67.5,3,2.9,0.83,Red Dane
150.0,139.5,67.5,25,2.6,0.5,Red Dane
150.0,120,67.5,20.6,2.6,1.15,Red Dane
150.0,139.5,67.5,25,3.0,0.55,Red Dane
150.0,138.0,67.5,25,3.1,2.07,Red Dane
150.0,120,67.5,10.8,2.1,1.32,Red Dane
150.0,139.5,67.5,25,2.6,0.7,Red Dane
150.0,139.0,67.5,25,2.3,0.83,Red Dane
150.0,120,67.5,7.1,2.7,1.46,Red Dane
150.0,120,67.5,6.0,3.7,1.03,Red Dane
150.0,120,67.5,3,2.4,1.53,Red Dane
150.0,139.5,67.5,25,2.9,0.48,Red Dane
150.0,139.5,67.5,25,2.1,0.58,Red Dane
150.0,139.5,67.5,25,1.4,0.33,Red Dane
150.0,139.5,67.5,21.5,3.3,0.78,Red Dane
150.0,139.5,67.5,25,2.0,0.61,Red Dane
150.0,139.5,67.5,25,1.6,0.65,Red Dane
150.0,120,67.5,25,2.8,1.12,Red Dane
150.0,138.0,67.5,25,4.4,2.04,Red Dane
150.0,138.0,67.5,3,1.6,18.17,Red Dane
150.0,120,67.5,25,1.7,1.73,Red Dane
150.0,120,67.5,25,2.4,1.38,Red Dane
150.0,138.0,67.5,18.4,2.6,1.98,Red Dane
150.0,138.0,67.5,3.8,3.5,5.62,Red Dane
150.0,120,67.5,25,3.4,1.06,Red Dane
150.0,138.0,67.5,24.4,2.5,2.5,Red Dane
150.0,139.5,67.5,25,1.6,0.75,Red Dane
150.0,138.0,67.5,14.0,2.5,2.32,Red Dane
150.0,139.5,67.5,25,2.3,0.71,Red Dane
150.0,138.0,67.5,20.6,2.1,1.84,Red Dane
150.0,120,67.5,25,2.7,1.1,Red Dane
150.0,139.5,67.5,18.4,2.4,0.77,Red Dane
150.0,138.0,67.5,3,1.5,2.59,Red Dane
150.0,138.0,67.5,19.3,2.1,2.2,Red Dane
150.0,131.4,67.5,12.1,3.0,0.87,Red Dane
150.0,131.0,67.5,25,2.0,0.88,Red Dane
150.0,138.0,67.5,8.1,2.0,2.83,Red Dane
150.0,139.5,67.5,25,2.5,0.25,Red Dane
150.0,120,67.5,10.8,1.4,1.8,Red Dane
150.0,138.0,67.5,8.6,3.3,1.98,Red Dane
150.0,134.6,67.5,25,3.8,0.85,Red Dane
150.0,120,67.5,25,2.5,1.27,Red Dane
150.0,138.0,67.5,11.3,2.4,1.96,Red Dane
150.0,120,67.5,25,2.6,1.2,Red Dane
150.0,120,67.5,21.4,2.2,1.37,Red Dane
150.0,120,67.5,25,1.9,1.06,Red Dane
150.0,138.0,67.5,25,2.2,1.81,Red Dane
150.0,120,67.5,15.3,2.2,1.78,Red Dane
150.0,139.5,67.5,8.7,1.6,0.51,Red Dane
150.0,120,67.5,5.2,2.6,1.32,Red Dane
150.0,139.5,67.5,24.6,3.1,0.77,Red Dane
150.0,120,67.5,25,2.2,1.02,Red Dane
150.0,120,67.5,9.3,1.7,1.62,Red Dane
150.0,138.0,67.5,6.7,1.9,2.02,Red Dane
150.0,120,67.5,10.6,3.3,1.73,Red Dane
150.0,139.5,67.5,25,2.0,0.6,Red Dane
150.0,139.5,67.5,25,1.4,0.4,Red Dane
150.0,120,67.5,4.5,2.8,1.31,Red Dane
150.0,139.5,67.5,25,1.8,0.52,Red Dane
150.0,120,67.5,25,2.1,1.12,Red Dane
150.0,139.5,67.5,3,2.7,0.58,Red Dane
150.0,138.0,67.5,3,3.9,2.35,Red Dane
150.0,139.5,67.5,25,2.0,0.55,Red Dane
150.0,123.4,67.5,25,2.1,0.93,Red Dane
150.0,120,67.5,25,1.9,1.09,Red Dane
150.0,120,67.5,14.7,1.8,1.63,Red Dane
150.0,138.0,67.5,3,2.5,2.24,Red Dane
150.0,120,67.5,25,2.2,1.7,Red Dane
150.0,120,67.5,25,2.7,1.0,Red Dane
150.0,138.0,67.5,18.0,2.9,3.4,Red Dane
150.0,138.0,67.5,25,2.0,1.91,Red Dane
150.0,120,67.5,25,2.7,1.22,Red Dane
150.0,138.0,67.5,12.1,1.9,2.57,Red Dane
150.0,120,67.5,25,4.3,1.48,Red Dane
150.0,139.5,67.5,6.3,3.5,0.52,Red Dane
150.0,139.5,67.5,25,3.1,0.59,Red Dane
150.0,120,67.5,15.3,1.9,1.68,Red Dane
150.0,139.5,67.5,25,2.6,0.36,Red Dane
150.0,120,67.5,25,2.6,1.64,Red Dane
150.0,138.0,67.5,13.5,1.7,3.38,Red Dane
150.0,120,67.5,25,2.7,1.4,Red Dane
150.0,120,67.5,18.4,3.7,1.46,Red Dane
150.0,130.2,67.5,25,3.3,0.88,Red Dane
150.0,120,67.5,25,2.3,1.04,Red Dane
150.0,120,67.5,22.6,2.7,1.03,Red Dane
150.0,120,67.5,21.8,2.5,1.23,Red Dane
150.0,120,67.5,22.6,1.6,1.24,Red Dane
150.0,139.5,67.5,25,2.9,0.6,Red Dane
150.0,120,67.5,25,2.7,1.19,Red Dane
150.0,139.5,67.5,25,2.3,0.23,Red Dane
150.0,138.0,67.5,3,1.1,5.12,Red Dane
150.0,138.0,67.5,25,2.2,2.42,Red Dane
150.0,139.5,67.5,25,2.6,0.38,Red Dane
150.0,138.0,67.5,3,2.0,8.09,Red Dane
150.0,138.0,67.5,3,1.3,2.32,Red Dane
150.0,128.0,67.5,25,2.3,0.9,Red Dane
150.0,138.0,67.5,25,2.2,1.81,Red Dane
150.0,120,67.5,3,3.1,0.96,Red Dane
150.0,122.7,67.5,18.4,2.9,0.94,Red Dane
150.0,138.0,67.5,9.5,2.2,2.0,Red Dane
150.0,120,67.5,21.0,3.2,1.31,Red Dane
150.0,120,67.5,15.9,2.6,1.35,Red Dane
150.0,120,67.5,25,2.7,1.35,Red Dane
150.0,139.5,67.5,25,2.8,0.28,Red Dane
150.0,120,67.5,25,2.1,1.71,Red Dane
150.0,139.5,67.5,25,1.9,0.44,Red Dane
150.0,138.0,67.5,25,2.0,2.73,Red Dane
150.0,120,67.5,25,1.9,0.98,Red Dane
150.0,120,67.5,25,1.0,1.56,Red Dane
150.0,128.7,67.5,25,4.2,0.89,Red Dane
150.0,120,67.5,3,2.9,1.74,Red Dane
150.0,138.0,67.5,5.7,2.8,1.97,Red Dane
150.0,138.0,67.5,7.1,2.0,1.86,Red Dane
150.0,120,67.5,25,2.0,1.04,Red Dane
150.0,139.5,67.5,25,1.8,0.5,Red Dane
150.0,120,67.5,10.3,2.5,1.17,Red Dane
150.0,138.0,67.5,25,3.2,1.88,Red Dane
150.0,120,67.5,13.2,3.0,1.22,Red Dane
150.0,120,67.5,10.0,3.0,1.38,Red Dane
150.0,138.0,67.5,3,3.3,1.96,Red Dane
150.0,120,67.5,10.0,1.9,1.61,Red Dane
150.0,138.0,67.5,25,3.7,2.3,Red Dane
150.0,120,67.5,25,2.3,1.12,Red Dane
150.0,139.5,67.5,25,2.7,0.37,Red Dane
150.0,120.2,67.5,23.4,2.8,0.95,Red Dane
150.0,133.7,67.5,25,3.1,0.86,Red Dane
150.0,139.5,67.5,25,2.6,0.76,Red Dane
150.0,138.0,67.5,25,2.5,1.9,Red Dane
150.0,138.0,67.5,3,2.8,2.0,Red Dane
150.0,139.5,67.5,25,2.4,0.38,Red Dane
150.0,138.0,67.5,3,2.7,3.48,Red Dane
150.0,138.0,67.5,8.7,2.5,1.95,Red Dane
150.0,120,67.5,25,3.3,1.55,Red Dane
150.0,138.0,67.5,25,2.2,2.21,Red Dane
150.0,139.5,67.5,25,1.7,0.53,Red Dane
150.0,139.5,67.5,25,3.7,0.73,Red Dane
150.0,120,67.5,25,2.9,1.37,Red Dane
150.0,138.0,67.5,25,2.8,1.81,Red Dane
150.0,120,67.5,25,3.6,1.06,Red Dane
150.0,138.0,67.5,25,3.0,4.8,Red Dane
150.0,138.0,67.5,3,1.3,4.56,Red Dane
150.0,139.5,67.5,25,1.3,0.21,Red Dane
150.0,138.0,67.5,25,3.1,2.82,Red Dane
150.0,138.0,67.5,7.1,3.0,2.71,Red Dane
150.0,120,67.5,6.7,2.5,1.44,Red Dane
150.0,138.0,67.5,25,1.8,2.98,Red Dane
150.0,120,67.5,25,1.9,1.43,Red Dane
150.0,120,67.5,9.5,2.2,1.03,Red Dane
150.0,139.5,67.5,17.4,1.7,0.48,Red Dane
150.0,120,67.5,25,1.9,1.41,Red Dane
150.0,139.5,67.5,19.3,2.5,0.71,Red Dane
150.0,139.5,67.5,25,1.3,0.28,Red Dane
150.0,120,67.5,24.0,1.3,1.31,Red Dane
150.0,139.5,67.5,25,3.4,0.73,Red Dane
150.0,139.5,67.5,25,4.0,0.57,Red Sindhi
150.0,138.0,67.5,8.1,3.0,2.29,Red Sindhi
150.0,120,67.5,9.9,2.9,1.08,Red Sindhi
150.0,120,67.5,25,1.8,0.99,Red Sindhi
150.0,120,67.5,3,2.5,1.75,Red Sindhi
150.0,122.0,67.5,25,2.5,0.94,Red Sindhi
150.0,120,67.5,25,1.7,1.0,Red Sindhi
150.0,120,67.5,14.0,1.5,1.5,Red Sindhi
150.0,120,67.5,25,2.2,1.13,Red Sindhi
150.0,138.0,67.5,9.5,2.0,2.73,Red Sindhi
150.0,139.5,67.5,25,1.5,0.64,Red Sindhi
150.0,120,67.5,3,2.1,1.39,Red Sindhi
150.0,139.5,67.5,25,1.0,0.77,Red Sindhi
150.0,138.0,67.5,18.4,2.1,5.95,Red Sindhi
150.0,120,67.5,17.7,1.4,1.36,Red Sindhi
150.0,139.5,67.5,25,2.2,0.41,Red Sindhi
150.0,120,67.5,25,1.0,1.38,Red Sindhi
150.0,138.0,67.5,25,1.8,1.88,Red Sindhi
150.0,120,67.5,25,2.7,1.54,Red Sindhi
150.0,138.0,67.5,5.4,3.2,2.0,Red Sindhi
150.0,138.0,67.5,9.5,4.4,4.23,Red Sindhi
150.0,139.5,67.5,12.5,3.1,0.45,Red Sindhi
150.0,138.0,67.5,15.9,1.5,1.95,Red Sindhi
150.0,120,67.5,25,2.3,1.41,Red Sindhi
150.0,139.5,67.5,25,2.6,0.66,Red Sindhi
150.0,139.5,67.5,25,2.2,0.34,Red Sindhi
150.0,120,67.5,11.3,3.7,1.15,Red Sindhi
150.0,120,67.5,18.4,3.0,1.13,Red Sindhi
150.0,139.5,67.5,25,2.7,0.63,Red Sindhi
150.0,139.5,67.5,25,2.2,0.4,Red Sindhi
150.0,120,67.5,8.1,1.2,1.75,Red Sindhi
150.0,120,67.5,20.9,2.1,1.45,Red Sindhi
150.0,139.5,67.5,25,2.2,0.67,Red Sindhi
150.0,139.5,67.5,25,3.0,0.26,Red Sindhi
150.0,120,67.5,3,3.0,1.04,Red Sindhi
150.0,139.5,67.5,25,1.6,0.61,Red Sindhi
150.0,120,67.5,25,2.5,1.4,Red Sindhi
150.0,138.0,67.5,3,3.3,2.0,Red Sindhi
150.0,138.0,67.5,8.7,2.1,4.72,Red Sindhi
150.0,120,67.5,25,2.6,1.18,Red Sindhi
150.0,120,67.5,25,1.7,1.6,Red Sindhi
150.0,138.0,67.5,5.4,3.2,2.0,Red Sindhi
150.0,139.5,67.5,25,3.7,0.66,Red Sindhi
150.0,138.0,67.5,23.6,1.9,2.51,Red Sindhi
150.0,120,67.5,3,1.8,1.5,Red Sindhi
150.0,138.0,67.5,25,3.8,2.55,Red Sindhi
150.0,120,67.5,10.0,3.0,1.26,Red Sindhi
150.0,138.0,67.5,25,2.3,2.52,Red Sindhi
150.0,139.5,67.5,25,2.4,0.67,Red Sindhi
150.0,138.0,67.5,25,1.4,1.81,Red Sindhi
150.0,138.0,67.5,25,3.4,2.95,Red Sindhi
150.0,120,67.5,5.4,2.7,1.09,Red Sindhi
150.0,139.5,67.5,25,2.0,0.6,Red Sindhi
150.0,120,67.5,25,2.5,1.43,Red Sindhi
150.0,130.5,67.5,25,1.9,0.88,Red Sindhi
150.0,120,67.5,25,3.5,1.59,Red Sindhi
150.0,120,67.5,25,1.7,1.23,Red Sindhi
150.0,120,67.5,18.4,1.7,1.75,Red Sindhi
150.0,139.5,67.5,25,3.2,0.67,Red Sindhi
150.0,138.0,67.5,3,1.9,6.26,Red Sindhi
150.0,120,67.5,25,1.7,1.69,Red Sindhi
150.0,125.8,67.5,25,2.4,0.91,Red Sindhi
150.0,139.5,67.5,25,3.2,0.69,Red Sindhi
150.0,139.5,67.5,25,4.1,0.73,Red Sindhi
150.0,120,67.5,14.0,1.7,1.03,Red Sindhi
150.0,136.4,67.5,25,2.7,0.84,Red Sindhi
150.0,138.0,67.5,25,2.0,1.97,Red Sindhi
150.0,120,67.5,16.4,3.1,1.07,Red Sindhi
150.0,139.5,67.5,25,2.4,0.77,Red Sindhi
150.0,139.5,67.5,25,1.4,0.63,Red Sindhi
150.0,120,67.5,6.9,1.7,1.61,Red Sindhi
150.0,120,67.5,25,1.6,1.16,Red Sindhi
150.0,139.5,67.5,25,2.4,0.74,Red Sindhi
150.0,129.6,67.5,4.1,2.7,0.89,Red Sindhi
150.0,133.5,67.5,25,2.7,0.86,Red Sindhi
150.0,139.5,67.5,25,3.6,0.18,Red Sindhi
150.0,138.0,67.5,25,3.4,2.71,Red Sindhi
150.0,138.0,67.5,15.9,2.6,2.1,Red Sindhi
150.0,125.6,67.5,21.6,1.4,0.91,Red Sindhi
150.0,120,67.5,5.9,2.0,1.71,Red Sindhi
150.0,138.0,67.5,13.8,3.2,2.08,Red Sindhi
150.0,139.5,67.5,25,2.5,0.56,Red Sindhi
150.0,120,67.5,25,1.9,1.39,Red Sindhi
150.0,139.5,67.5,25,2.7,0.46,Red Sindhi
150.0,120,67.5,22.2,2.3,1.5,Red Sindhi
150.0,126.2,67.5,25,2.7,0.91,Red Sindhi
150.0,126.7,67.5,13.6,3.3,0.91,Red Sindhi
150.0,139.5,67.5,8.3,2.6,0.75,Red Sindhi
150.0,120,67.5,25,1.7,1.33,Red Sindhi
150.0,139.5,67.5,25,3.4,0.7,Red Sindhi
150.0,139.5,67.5,25,2.3,0.78,Red Sindhi
150.0,139.5,67.5,25,3.3,0.67,Red Sindhi
150.0,125.2,67.5,25,2.1,0.92,Red Sindhi
150.0,120,67.5,25,2.6,1.71,Red Sindhi
150.0,139.5,67.5,25,1.8,0.36,Red Sindhi
150.0,120,67.5,3,2.2,1.42,Red Sindhi
150.0,120,67.5,7.1,3.9,1.75,Red Sindhi
150.0,120,67.5,16.3,2.3,1.8,Red Sindhi
150.0,139.5,67.5,25,1.9,0.53,Red Sindhi
150.0,120,67.5,25,2.9,1.38,Red Sindhi
150.0,139.5,67.5,25,1.6,0.68,Red Sindhi
150.0,120,67.5,25,1.9,1.54,Red Sindhi
150.0,139.5,67.5,25,1.5,0.35,Red Sindhi
150.0,124.7,67.5,18.4,1.6,0.92,Red Sindhi
150.0,138.0,67.5,7.6,1.6,2.4,Red Sindhi
150.0,139.5,67.5,25,2.1,0.73,Red Sindhi
150.0,139.5,67.5,25,3.6,0.68,Red Sindhi
150.0,139.5,67.5,25,2.0,0.55,Red Sindhi
150.0,139.5,67.5,25,2.0,0.71,Red Sindhi
150.0,120,67.5,22.8,2.7,1.62,Red Sindhi
150.0,139.5,67.5,25,2.8,0.45,Red Sindhi
150.0,120,67.5,11.0,2.3,0.97,Red Sindhi
150.0,120,67.5,25,2.1,0.99,Red Sindhi
150.0,120,67.5,25,2.1,0.99,Red Sindhi
150.0,120,67.5,3,2.1,1.55,Red Sindhi
150.0,138.0,67.5,12.5,1.9,10.09,Red Sindhi
150.0,120,67.5,25,2.0,0.98,Red Sindhi
150.0,120,67.5,3,1.1,1.23,Red Sindhi
150.0,138.0,67.5,3,1.3,11.52,Red Sindhi
150.0,138.0,67.5,17.4,1.7,1.81,Red Sindhi
150.0,139.5,67.5,25,1.5,0.19,Red Sindhi
150.0,138.0,67.5,24.4,1.2,3.1,Red Sindhi
150.0,129.9,67.5,25,1.9,0.88,Red Sindhi
150.0,138.0,67.5,21.8,1.6,3.75,Red Sindhi
150.0,138.0,67.5,8.7,1.5,4.07,Red Sindhi
150.0,139.5,67.5,25,1.9,0.67,Red Sindhi
150.0,139.5,67.5,25,1.7,0.81,Red Sindhi
150.0,139.5,67.5,25,2.0,0.46,Red Sindhi
150.0,139.5,67.5,25,2.1,0.43,Red Sindhi
150.0,135.3,67.5,25,2.7,0.85,Red Sindhi
150.0,120,67.5,25,2.0,1.0,Red Sindhi
150.0,135.3,67.5,25,2.3,0.85,Red Sindhi
150.0,120,67.5,25,2.6,1.0,Red Sindhi
150.0,139.5,67.5,25,3.0,0.67,Red Sindhi
150.0,139.5,67.5,25,2.8,0.54,Red Sindhi
150.0,139.5,67.5,25,4.1,0.68,Red Sindhi
150.0,139.5,67.5,25,4.2,0.71,Red Sindhi
150.0,120,67.5,25,2.0,0.99,Red Sindhi
150.0,135.8,67.5,25,3.9,0.84,Red Sindhi
150.0,120,67.5,10.4,3.7,1.15,Red Sindhi
150.0,139.5,67.5,25,2.3,0.65,Red Sindhi
150.0,138.0,67.5,11.6,2.1,3.5,Red Sindhi
150.0,120,67.5,21.8,2.6,1.24,Red Sindhi
150.0,138.0,67.5,25,2.5,2.54,Red Sindhi
150.0,120,67.5,25,2.6,1.61,Red Sindhi
150.0,138.0,67.5,10.0,4.6,40.86,Red Sindhi
150.0,138.0,67.5,10.3,2.1,3.18,Red Sindhi
150.0,120,67.5,14.0,2.9,1.02,Red Sindhi
150.0,120,67.5,25,2.9,1.02,Red Sindhi
150.0,120,67.5,25,2.3,0.97,Red Sindhi
150.0,120,67.5,18.4,2.1,1.38,Red Sindhi
150.0,120.1,67.5,25,1.2,0.96,Red Sindhi
150.0,120,67.5,25,2.0,0.99,Red Sindhi
150.0,120,67.5,25,2.0,0.99,Red Sindhi
150.0,120,67.5,25,2.1,1.0,Red Sindhi
150.0,120,67.5,25,2.0,1.0,Red Sindhi
150.0,120,67.5,3,2.6,1.01,Red Sindhi
150.0,138.0,67.5,14.0,2.4,2.33,Red Sindhi
150.0,139.5,67.5,25,3.9,0.41,Red Sindhi
150.0,139.5,67.5,25,2.1,0.67,Red Sindhi
150.0,138.0,67.5,18.4,4.2,8.32,Red Sindhi
150.0,139.5,67.5,25,1.3,0.73,Red Sindhi
150.0,120,67.5,23.2,1.5,1.42,Sahiwal
150.0,139.5,67.5,25,3.3,0.5,Sahiwal
150.0,139.5,67.5,3,4.4,0.6,Sahiwal
150.0,120,67.5,25,1.7,1.01,Sahiwal
150.0,120,67.5,25,3.3,0.98,Sahiwal
150.0,138.0,67.5,25,1.2,3.18,Sahiwal
150.0,138.0,67.5,12.8,3.7,2.41,Sahiwal
150.0,138.0,67.5,9.5,1.5,1.86,Sahiwal
150.0,139.5,67.5,25,2.3,0.71,Sahiwal
150.0,139.5,67.5,25,2.2,0.64,Sahiwal
150.0,120,67.5,3,2.4,1.52,Sahiwal
150.0,139.5,67.5,25,3.7,0.35,Sahiwal
150.0,138.7,67.5,5.7,1.6,0.83,Sahiwal
150.0,138.0,67.5,25,2.5,2.69,Sahiwal
150.0,120,67.5,25,3.7,1.7,Sahiwal
150.0,138.0,67.5,3,2.1,1.85,Sahiwal
150.0,138.0,67.5,17.4,2.3,3.24,Sahiwal
150.0,120,67.5,3,2.7,1.61,Sahiwal
150.0,120,67.5,3.6,1.7,1.49,Sahiwal
150.0,138.0,67.5,25,2.6,2.23,Sahiwal
150.0,127.5,67.5,25,2.1,0.9,Sahiwal
150.0,120,67.5,21.8,3.3,1.59,Sahiwal
150.0,139.5,67.5,25,1.5,0.55,Sahiwal
150.0,134.4,67.5,25,2.1,0.85,Sahiwal
150.0,120,67.5,25,3.0,1.33,Sahiwal
150.0,120,67.5,5.2,2.2,1.39,Sahiwal
150.0,138.0,67.5,3,2.4,2.34,Sahiwal
150.0,138.0,67.5,3,2.1,3.46,Sahiwal
150.0,120,67.5,25,2.1,0.96,Sahiwal
150.0,139.5,67.5,25,2.1,0.34,Sahiwal
150.0,120,67.5,25,2.6,1.33,Sahiwal
150.0,139.5,67.5,25,2.7,0.75,Sahiwal
150.0,120,67.5,25,2.6,0.96,Sahiwal
150.0,120,67.5,25,3.2,1.18,Sahiwal
150.0,139.5,67.5,25,1.3,0.65,Sahiwal
150.0,138.0,67.5,25,1.8,3.13,Sahiwal
150.0,138.0,67.5,25,2.2,1.95,Sahiwal
150.0,134.8,67.5,25,3.3,0.85,Sahiwal
150.0,138.0,67.5,25,1.1,4.1,Sahiwal
150.0,120,67.5,25,1.8,1.08,Sahiwal
150.0,139.5,67.5,25,3.1,0.52,Sahiwal
150.0,138.0,67.5,25,2.5,2.65,Sahiwal
150.0,120,67.5,25,1.7,1.56,Sahiwal
150.0,139.5,67.5,5.7,2.8,0.78,Sahiwal
150.0,139.5,67.5,25,2.2,0.36,Sahiwal
150.0,138.0,67.5,9.5,2.8,2.04,Sahiwal
150.0,120,67.5,25,3.2,1.18,Sahiwal
150.0,138.0,67.5,18.4,3.2,2.53,Sahiwal
150.0,138.0,67.5,25,3.3,2.02,Sahiwal
150.0,120,67.5,6.3,1.5,1.73,Sahiwal
150.0,139.5,67.5,25,1.2,0.49,Sahiwal
150.0,139.5,67.5,25,2.9,0.69,Sahiwal
150.0,139.5,67.5,25,2.6,0.33,Sahiwal
150.0,138.0,67.5,25,1.4,5.29,Sahiwal
150.0,138.0,67.5,14.5,1.5,2.01,Sahiwal
150.0,120,67.5,11.7,1.8,1.1,Sahiwal
150.0,120,67.5,25,1.9,1.0,Sahiwal
150.0,138.0,67.5,5.4,3.9,5.17,Sahiwal
150.0,139.5,67.5,10.0,2.0,0.64,Sahiwal
150.0,120,67.5,25,1.7,1.36,Sahiwal
150.0,120,67.5,25,2.4,1.38,Sahiwal
150.0,120,67.5,25,1.9,1.14,Sahiwal
150.0,139.5,67.5,25,2.6,0.51,Sahiwal
150.0,139.5,67.5,25,2.8,0.67,Sahiwal
150.0,139.5,67.5,3,1.9,0.81,Sahiwal
150.0,139.5,67.5,25,2.4,0.49,Sahiwal
150.0,120,67.5,3,1.7,1.79,Sahiwal
150.0,139.5,67.5,19.4,3.9,0.56,Sahiwal
150.0,138.0,67.5,3,2.3,2.69,Sahiwal
150.0,138.0,67.5,25,1.9,3.27,Sahiwal
150.0,129.1,67.5,25,2.1,0.89,Sahiwal
150.0,120,67.5,25,1.5,1.0,Sahiwal
150.0,139.5,67.5,25,1.6,0.63,Sahiwal
150.0,120,67.5,5.4,2.8,1.76,Sahiwal
150.0,120,67.5,25,1.9,1.0,Sahiwal
150.0,120,67.5,17.4,3.2,1.21,Sahiwal
150.0,120,67.5,11.3,1.9,1.47,Sahiwal
150.0,120,67.5,25,2.2,1.43,Sahiwal
150.0,138.0,67.5,3,1.8,3.22,Sahiwal
150.0,139.5,67.5,25,1.9,0.74,Sahiwal
150.0,139.5,67.5,25,2.9,0.61,Sahiwal
150.0,120,67.5,5.7,3.3,1.0,Sahiwal
150.0,120,67.5,21.8,2.0,1.78,Sahiwal
150.0,120,67.5,25,1.3,1.04,Sahiwal
150.0,138.0,67.5,25,2.7,2.67,Sahiwal
150.0,120,67.5,25,3.1,1.0,Sahiwal
150.0,120,67.5,3,2.2,1.03,Sahiwal
150.0,138.0,67.5,3.6,1.4,6.56,Sahiwal
150.0,139.5,67.5,25,1.7,0.52,Sahiwal
150.0,120,67.5,12.5,2.5,1.74,Sahiwal
150.0,138.0,67.5,10.5,1.6,1.88,Sahiwal
150.0,120,67.5,25,2.7,1.54,Sahiwal
150.0,120,67.5,25,2.5,1.33,Sahiwal
150.0,138.0,67.5,15.3,2.3,2.41,Sahiwal
150.0,138.0,67.5,3,1.2,22.22,Sahiwal
150.0,139.5,67.5,10.0,1.2,0.32,Sahiwal
150.0,120,67.5,25,1.8,1.0,Sahiwal
150.0,139.5,67.5,25,3.0,0.75,Sahiwal
150.0,136.6,67.5,3,3.5,0.84,Sahiwal
150.0,120,67.5,13.2,2.2,1.29,Sahiwal
150.0,139.5,67.5,25,3.2,0.75,Sahiwal
150.0,120,67.5,25,2.5,1.26,Sahiwal
150.0,120,67.5,6.7,2.3,1.29,Sahiwal
150.0,139.5,67.5,25,2.9,0.55,Sahiwal
150.0,139.5,67.5,25,4.8,0.72,Sahiwal
150.0,120,67.5,25,2.2,1.4,Sahiwal
150.0,120,67.5,3,2.3,1.25,Sahiwal
150.0,120,67.5,25,3.1,1.72,Sahiwal
150.0,120,67.5,25,2.2,1.5,Sahiwal
150.0,139.5,67.5,3,2.0,0.38,Sahiwal
150.0,120,67.5,25,1.6,1.29,Sahiwal
150.0,139.5,67.5,25,2.3,0.58,Sahiwal
150.0,120,67.5,25,1.1,1.02,Sahiwal
150.0,138.0,67.5,13.2,2.9,2.19,Sahiwal
150.0,139.5,67.5,25,2.3,0.71,Sahiwal
150.0,120,67.5,19.1,2.3,1.09,Sahiwal
150.0,120,67.5,25,1.8,0.99,Sahiwal
150.0,126.2,67.5,25,2.7,0.91,Sahiwal
150.0,139.5,67.5,25,4.2,0.36,Sahiwal
150.0,138.0,67.5,9.7,2.4,2.09,Sahiwal
150.0,138.0,67.5,3.2,1.9,5.76,Sahiwal
150.0,120,67.5,25,3.2,1.19,Sahiwal
150.0,138.0,67.5,23.2,1.2,3.77,Sahiwal
150.0,139.5,67.5,16.4,3.2,0.59,Sahiwal
150.0,138.0,67.5,18.4,2.4,5.8,Sahiwal
150.0,138.0,67.5,25,2.8,1.85,Sahiwal
150.0,120,67.5,25,1.8,1.24,Sahiwal
150.0,136.7,67.5,25,2.4,0.84,Sahiwal
150.0,120,67.5,3.6,2.3,1.48,Sahiwal
150.0,120,67.5,14.0,2.2,1.03,Sahiwal
150.0,139.5,67.5,25,1.5,0.8,Sahiwal
150.0,138.0,67.5,3,3.5,1.93,Sahiwal
